"authorMeta.avatar","authorMeta.name","text","diggCount","shareCount","playCount","commentCount","videoMeta.duration","musicMeta.musicName","musicMeta.musicAuthor","musicMeta.musicOriginal","createTimeISO","webVideoUrl"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/323fd2f057d5feb33047ffb95f0ad0e3~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f42bbc7f&x-expires=1745582400&x-signature=p1XfUlytVW1sMnysjEWLtlTJbM8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","presetregs","lampu kaka😹🤭 [am prem murah dibio] #fyp #viral #masukberanda #presetalightmotion #presetdibawah5mb #presetxml #presetregs  @r.rikiansyah ","6757","240","59400","139","18","asalkan kau bahagia sqzee","Sqezee Noso | 𝐍𝐎𝐇","true","2025-04-23T06:49:25.000Z","https://www.tiktok.com/@presetregs/video/7496397078038580485"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/743cc8651553f37b6a3d9f7d557bc3a3~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=75f0ca48&x-expires=1745582400&x-signature=pwvvd2BvAtpqG8bu7b%2B0gGVb8qI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","ilovebara.1616","gemezz bgt😭🤍 #basmalahgralind #radenrakhadpp #fypdonggggggg #masukberanda #fyp #bismillahfyp #xyzbca #fypシ゚ ","16900","484","69400","162","22","suara asli - Fans ueno family japan💓😻✨","Fans ueno family japan💓😻✨","true","2025-04-23T09:35:56.000Z","https://www.tiktok.com/@ilovebara.1616/video/7496439989715160326"
"https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/84d731b12c4795af0c4bb84bbedb6a19~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=0aa3cd5c&x-expires=1745582400&x-signature=%2BBg1bwbzPwSNHh9umDP9UpjdsRE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","girlaccess","poor his little sister 🤣🤣💓💓💓 #fyp #fypツ #cdrama #cdramalover #chinesedrama #wetv #masukberanda #hertrajecting #limozhi #daigaozheng ","519","3","12900","8","117","original sound - 𝕃𝕪𝕣𝕚𝕔𝕤","𝕃𝕪𝕣𝕚𝕔𝕤","true","2025-04-23T11:34:12.000Z","https://www.tiktok.com/@girlaccess/video/7496470485807484178"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/ba70b475499023d5dd51f1ffba816197~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=89ca1394&x-expires=1745582400&x-signature=tPFKWFlQTSDSoKtaWDAboOe%2FQMI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","sporf","Mum: Is the baby fast asleep? The baby: 🤣👶🏻 🎥: vestuario_xeneize / IG #football #footballtiktok #goviral #footy #soccer #soccertiktok #4u #trendingvideo #sporf #futbol⚽️ #futebolbrasileiro #fifa #fut #golazo #goal ","1114","91","20600","11","8","original sound","SPORF","true","2025-04-23T10:23:22.000Z","https://www.tiktok.com/@sporf/video/7496452229189111062"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9b22eb88da01b1f4d4be747a4eff14af~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=4ff42dc8&x-expires=1745582400&x-signature=0Iqk7C8sZI2deOhWJkwN7Fhm4NI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","baokhuyensusan","Tìm kiếm:”Bảo Khuyên mặt mộc lộ trán” 😱 #bienhinh #vtvcab #xh #trending ","1373","19","13900","27","15","八方来财","揽佬SKAI ISYOURGOD","false","2025-04-23T10:29:59.000Z","https://www.tiktok.com/@baokhuyensusan/video/7496453937768205586"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/b668f13a74ddfa824106e6dcaeffa31d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=06d1495b&x-expires=1745582400&x-signature=P3%2BJS4N1vmCYxMe7IEEV9An7iS4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","majoritiofficial","Tegas dalam aspek membesarkan anak-anak, Zaquan Adha baru-baru ini berkongsi aktiviti rutin harian bersama dua anaknya yang dilihat cukup meminati sukan bola sepak. Tanpa mengira usia, bapa kepada enam cahaya mata itu melatih anak-anaknya dengan cara yang cukup disiplin di samping dorongan kuat diberikan oleh isterinya, Ayu Raudhah.  Klik pautan untuk baca selanjutnya  #mayamajoriti #zaquanadha #parenting #keluarga #bolasepak #pemainbola#trendingnewsmalaysia #beritaditiktok #majoriti","790","10","34300","12","75","Parenting","budi jaya","false","2025-04-23T11:05:03.000Z","https://www.tiktok.com/@majoritiofficial/video/7496462869861551361"
"https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/912e17a99e47f3b926916e1216952011~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6a052ada&x-expires=1745582400&x-signature=%2FgyFTx0qwgN8AB6X%2Fx4qfu3MdFc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","nickysya","😍 #fyp #viral #trending #nickysya ","1396","37","19600","48","19","suara asli - MADUNSamudraⓂ️®️","MADUNSamudraⓂ️®️","true","2025-04-23T11:11:35.000Z","https://www.tiktok.com/@nickysya/video/7496464652331945222"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/dbd0fe76032a77e71caaf35fcb64e644~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6bdcf285&x-expires=1745582400&x-signature=hUOLMBWbJKJxtaYEGhvzZVDNVrI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","bene4i","😤❤️ @Nokuji🍇 #viral_video #trendingsong #cotedivoiretiktok🇨🇮 ","2621","6","15800","39","15","son original","Bene 4i 🫳🏽✪","true","2025-04-23T10:54:48.000Z","https://www.tiktok.com/@bene4i/video/7496460328297925943"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e0ccd4146177385dda9439c23d8e3f97~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=30b5c20c&x-expires=1745582400&x-signature=pWKS%2F5d3O6ffMVZakw%2FWKpVZ0Ps%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","soloposofficial","Seorang pesepeda nekat masuk ke jalur cepat di ruas Jalan Lingkar (Ringroad) Selatan, tepatnya di daerah Giwangan, Yogyakarta pada Rabu pagi (23/4/2024). Tak hanya gowes di jalu cepat, pesepda tersebut juga nekat menyalip truk yang ada didepannya.  Kejadian ini berhasil direkam oleh pengendara truk yang ada tepat di belakang pesepeda tersebut. Video ini pertama kali diunggah di platform X @/merapi_uncover dan viral di media sosial. Warganet, khususnya yang tinggal di Yogyakarta pun ramai mengomentari kejadian ini. ""Lebih parah drpd pesepeda motor masuk jalur cepat ini. Olahraga kayak gitu ada treknya sendiri kocak bkn d jalan raya,"" demikian tulis akun @/sigeblekboy.  Sekedar untuk diketahui, kendaraan roda dua, baik sepeda maupun motor dilarang berkendara jalur cepat di Ringroad Yogyakarta. Hal ini disebabkan karena di jalan tersebut sudah tersedia jalur khusus bagi roda dua maupun roda empat. Selain itu, roda dua yang berkendara di jalur cepat akan membahayakan pengendara lainnya.  #viral #viralvideo #fypage #fypageシ #viralnews #fypp #tiktokviral #tiktok #fyppppppppppppppppppppppp #fypシ゚ #tiktoknews #trending #trend #solopos #indonesia #indonesia🇮🇩 #news #yogyakarta #yogyakarta24jam #yogyakartaistimewa #pesepeda #sepeda #sepedahedon😎🤬 #sepedaan #ringroad #ringroadjogja #jogja24jam #olahraga #pelanggaran #berbahaya","189","6","17700","12","38","suara asli - Solopos Official","Solopos Official","true","2025-04-23T12:00:00.000Z","https://www.tiktok.com/@soloposofficial/video/7496416700703821072"
"https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/00bfa657d46644391e513e2c80624bab~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=829d7ca9&x-expires=1745582400&x-signature=bHVm02GThi1Xm7AdMmXTTr6HAGU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=f20df69d&idc=useast5","la_ptite_00","A man #fyp #foryou #slowedandreverb #slowedsongs #slowedaudios #song #songs #audios #editaudio #thissong #speedsongs #speedup #spedup #la_ptite_00 #viral #pourtoi #trending #aesthetic #music #tik #tok #parati #slowed ","1841","5","18700","8","16","suono originale","spidey","true","2025-04-23T11:44:18.000Z","https://www.tiktok.com/@la_ptite_00/video/7496473084648574230"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3cdf1cc2e794ab1f8c51bce872f38962~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=7302dc79&x-expires=1745582400&x-signature=hk9e1Z867EPzVKLyUK8LcEecdeY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","dreamoin","Part.9309 || #viral #lyrics #trending #speedsongs #slowedsongs #fyp #song #foryou #dreamoin ","1835","9","23400","6","21","suara asli - 𝟑𝟎𝟑 𝐌𝐨𝐢𝐧𝐧.","𝟑𝟎𝟑 𝐌𝐨𝐢𝐧𝐧.","true","2025-04-23T10:58:00.000Z","https://www.tiktok.com/@dreamoin/video/7496461153397247240"
"https://p19-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/f34ef1fd2ac00d6b99f3e0004de4d861~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=eab8753e&x-expires=1745582400&x-signature=N0umlFTHLBymeYCRmJ5QcRZYp2M%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","pubitysport","Not what he was aiming for… but still impressive 😅 #funny #footymemes #soccermemes #futbol #penalty #freekick #foryou #fy #4u #trending #futbol #tekkers #goviral ( BARBARA VIZZOTTO DE ÁVILA via ViralHog ) ","1040","25","20100","19","7","original sound","PubitySport","true","2025-04-23T10:39:57.000Z","https://www.tiktok.com/@pubitysport/video/7496456499556977942"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/56b4d1893dca3e970a3b4f131af717b8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=71ed837e&x-expires=1745582400&x-signature=LQ%2BInapGzPTEoXS3WYaBPHeBEG4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","crystal1172004","🖤🩶#crystal1172004 #fyp #viral #trending #foryou ","917","13","6860","13","23","sonido original","𝕮𝖆𝖗𝖑𝖔𝖘𝖕𝖊𝖗𝖊𝖟 ☭®","true","2025-04-23T10:34:29.000Z","https://www.tiktok.com/@crystal1172004/video/7496455084822269185"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/ee8a1d759f1a520c2e37b4388e9bb06b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=9c2b875e&x-expires=1745582400&x-signature=GT%2BEvwYVC8K8PBHyivyWl1iLfIM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast5","bangprenjajan","Jualan sate aci cuma sejam, pantesan tiap bang pren lewat agak malem udah tutup #reviewmakanan #kulinerkediri #kulinerkediriraya #rekomendasikulinerkediri #sateaci #streetfood #jajanan ","1503","548","37500","60","142","suara asli - bangpren","bangpren","true","2025-04-22T09:47:14.000Z","https://www.tiktok.com/@bangprenjajan/video/7496071753496644884"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7316726441691840513~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d9a32638&x-expires=1745582400&x-signature=8jwtzbdqH2UyjGaTJLLWOQQDeOc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","sibungbung","Main ke Blok M yukkk … mampir kesini , hari pertama udh rame banget sampai diliput SCTV #sibungbung #mukbang #kulinerviral #reviewmakanan ","81000","11400","2300000","611","88","original sound - Sibungbung","Sibungbung","true","2025-04-19T03:47:12.000Z","https://www.tiktok.com/@sibungbung/video/7494865795873262855"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7316726441691840513~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d9a32638&x-expires=1745582400&x-signature=8jwtzbdqH2UyjGaTJLLWOQQDeOc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","sibungbung","Apa lagi sih ini …. Nemu aja yang aneh aneh ya 😄 …. #sibungbung #mukbang #kulinerviral #reviewmakanan ","46800","378","2400000","646","76","original sound - Sibungbung","Sibungbung","true","2025-04-18T13:52:32.000Z","https://www.tiktok.com/@sibungbung/video/7494650702438911250"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/31c15c76891fd5163da6dc83056ac0ae~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=892f147c&x-expires=1745582400&x-signature=a5AaiQYnVAI8Sq3TOAxNpXZY2MM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast5","rinamarlina__","Langsung cek keranjang kuning deh😭🫶🏻 #kuebolawijen #wijen #reviewmakanan #xyzbca ","10","1","883","1","31","Komang","Raim Laode","false","2025-04-23T07:45:41.000Z","https://www.tiktok.com/@rinamarlina__/video/7496411597645040914"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/4644bc70872a132ec212c741b4c45e58~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=fd45ca91&x-expires=1745582400&x-signature=rUAAzvUmIT312z7nfTGWzidyWB8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast5","kosteve_","Lapis Legit Petite Made , lagi laku banget di Tiktok dan memang enak! Rasa Lapis legitnya hampir sama seperti di Medan. Minyaknya mantapp! Belepotan! Seharusnya lebih yang jualan Lapis Legit bisa lebih banyak lagi jualan di Online. #lapislegit #reviewmakanan #pastipastiaja #yangpastipastiaja #bikaambon ","41800","919","1800000","453","157","Garam & Madu (Sakit Dadaku)","Tenxi & Jemsii & Naykilla","false","2025-03-15T13:12:48.000Z","https://www.tiktok.com/@kosteve_/video/7482023552175082772"
"https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-aiso/003652fbd38eaeff6f04d3fbcf642a6a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=09544be4&x-expires=1745582400&x-signature=i89IoSrNvZbndsL7LR3TL71SW8w%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast5","kakilimakediri","Mimin nemu serabi enak di pagu, tapi kok bakule jare arep pindah luar kota 🥲 Serabi Morosuko • lokasi dan harga ada di video ya ☺️ #reviewmakanan #foodvlogger #kediriculinary ##kedirikekinian  #kediringemil #kulinercahkediri #kedirihits  #kulinerkediri #food #jatimculinary #kulinerjatim #kulinerjawatimur #streetfood ","51","6","1729","4","35","Cinto Dimato (Koplo Version)","Dewi Ayunda","false","2025-04-23T04:31:28.000Z","https://www.tiktok.com/@kakilimakediri/video/7496361513180089655"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7316726441691840513~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d9a32638&x-expires=1745582400&x-signature=8jwtzbdqH2UyjGaTJLLWOQQDeOc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","sibungbung","Pesta durian yukkk ….. bisa kana durian sepuasnya lho …. #sibungbung #mukbang #kulinerviral #reviewmakanan @Duriankeliling.id ","6830","289","107800","156","75","original sound - Sibungbung","Sibungbung","true","2025-04-21T12:01:56.000Z","https://www.tiktok.com/@sibungbung/video/7495735460451339528"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7316726441691840513~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d9a32638&x-expires=1745582400&x-signature=8jwtzbdqH2UyjGaTJLLWOQQDeOc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","sibungbung","Culture shock … kirain tumpah ternyata sengaja …. Omasake paling ekonomis selama di Jepang 1jt an dapat makanannya banyak banget sampai kekenyangan gak habis  #sibungbung #mukbang #kulinerviral #reviewmakanan ","42000","473","781000","185","99","original sound - Sibungbung","Sibungbung","true","2025-04-21T04:05:55.000Z","https://www.tiktok.com/@sibungbung/video/7495612788262374664"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/4644bc70872a132ec212c741b4c45e58~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=fd45ca91&x-expires=1745582400&x-signature=rUAAzvUmIT312z7nfTGWzidyWB8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast5","kosteve_","Replying to @Wang Aspira Wajib cobain untuk Soto Anto ini, still the best, belum ada yang bisa tanding #yangpastipastiaja #reviewmakanan #pastipastiaja #kuliner #kulinermedan ","23","1","1120","1","18","Garam & Madu (Sakit Dadaku)","Tenxi & Jemsii & Naykilla","false","2025-04-23T04:03:51.000Z","https://www.tiktok.com/@kosteve_/video/7496354428375665928"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/4d1bdb7575ced17ee9312c6a705aa279~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=912b0725&x-expires=1745582400&x-signature=6lnhUKC4AglbH%2F9S7Kbx3FlcebU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast5","venithyacalistaa","Biasanya nonton di fyp doang, eh bisa ketemu & cobain masakan @Chef Hideki🇮🇩🇯🇵 langsungg!!! 🤭🫣😍  #masak #reviewmakanan #makananjepang ","258","5","2639","5","83","Funny video ""Carmen Prelude"" Arranging weakness(836530)","yo suzuki(akisai)","false","2025-04-22T11:55:36.000Z","https://www.tiktok.com/@venithyacalistaa/video/7496104893762096439"
"https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/7312709581665697825~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=2dfd8606&x-expires=1745582400&x-signature=08l7D7udFjfm4Xpi%2FG15DDw3exw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","nurulhdyti_10","#harryvaughan #asmaragenz #harqeel #sinemart #masukberanda #fyppppppppppppppppppppppp ","25500","223","191400","105","14","suara asli - dindaaeee🎀","dindaaeee🎀","true","2025-04-22T23:28:50.000Z","https://www.tiktok.com/@nurulhdyti_10/video/7496283516158741767"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/542b6f1c59b4bf1d1f5cee6a341f5639~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=c5d75fa7&x-expires=1745582400&x-signature=HosXEegZzcyZWm69muey8U151Qg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","adi_djmusic","𝐆𝐮𝐧𝐚𝐤𝐚𝐧 𝐇𝐞𝐚𝐝𝐬𝐞𝐭𝐦𝐮 🎧 𝐁𝐞𝐬𝐚𝐫𝐤𝐚𝐚𝐧 𝐕𝐨𝐥𝐮𝐦𝐞𝐧𝐲𝐚 🔊 #viraltiktok #djtiktokviral #dj #djmusic #djfullbass #djremix #djslow #djgacor #jedagjedug #aveeplayer #adi_djmusic #djjungledutch  #masukberanda #viralvideo  #foryourpage #fypシ゚viral ","311","5","5672","5","180","suara asli - dj sultan production","dj sultan production","true","2025-04-23T06:54:29.000Z","https://www.tiktok.com/@adi_djmusic/video/7496398404013116679"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/9a25e3f2cea4908ea97bb0d5c576d5c4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=7fd1c084&x-expires=1745582400&x-signature=iv%2B39yoJ3afXhZcv6Jk8EOqPMng%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","dewiyulianti2393","#linglingkwong #ling #fypviralシ #fypviral #fouryoupage #fypage #fouryou #fypp #fyppppppppppppppppppppppp #tiktokviral #viralvideo #masukberanda ","599","18","3315","11","55","suara asli - Dewi Yulianti","Dewi Yulianti","true","2025-04-23T12:09:45.000Z","https://www.tiktok.com/@dewiyulianti2393/video/7496479642044337463"
"https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3b4af25d40091314474d44e170f3eed2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f6e8b61d&x-expires=1745582400&x-signature=HbRPtfqTdn6RGBn%2FivUOPM2JNDs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","yushahaja","@Skibidi Nannda #fyp #pfy #masukberanda #yusha ","87000","2825","2200000","2352","13","Proyek Gede","Remixer Amburadul_","true","2025-04-22T23:40:25.000Z","https://www.tiktok.com/@yushahaja/video/7496286525076901125"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/32b60ec0d348a2da0cb370a685eacd99~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=834e0baa&x-expires=1745582400&x-signature=qYxA1WtIIVhZBltcQQRjEn5Czmc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","ngab.ltd","Maaf ya mas mas yang pake batik 🙏Selera amel ttep yang pake kaosan aja 🫶🫶🤗  #masukberanda #fyp #ngabproject #localbrand #xyzbca ","234","7","36400","12","17","Sequencia High (Slowed)","DJZRX & rodricci & launch13","false","2025-04-23T10:46:36.000Z","https://www.tiktok.com/@ngab.ltd/video/7496458217724169490"
"https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7a7fa049fae584b67cbc14ce31f18cb7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=765476de&x-expires=1745582400&x-signature=nEn6Fo9vDg6zz7OoKf%2Bp7IMCsrA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","watermelonnn2341","emg dah ni anak cantiknya ga pernah ngebosenin 😫😍 #basmalahgralind #bismillahfyp #masukberanda #fypツ ","7121","71","46400","35","27","suara asli - 𝖇𝖆𝖘𝖒𝖆𝖑𝖆𝖍𝖐𝖚⋆*𐙚","𝖇𝖆𝖘𝖒𝖆𝖑𝖆𝖍𝖐𝖚⋆*𐙚","true","2025-04-23T06:27:25.000Z","https://www.tiktok.com/@watermelonnn2341/video/7496391423336402194"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/743cc8651553f37b6a3d9f7d557bc3a3~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=75f0ca48&x-expires=1745582400&x-signature=pwvvd2BvAtpqG8bu7b%2B0gGVb8qI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","ilovebara.1616","omaga😭 #basmalahgralind #radenrakhadpp #fypdonggggggg #masukberanda #fyp #bismillahfyp #xyzbca #fypシ゚ ","5988","83","23400","38","21","suara asli - 𝓐𝓯𝓯𝓮𝓬𝓽𝓲𝓸𝓷𝓸𝓽𝓮 𝓫𝓻","𝓐𝓯𝓯𝓮𝓬𝓽𝓲𝓸𝓷𝓸𝓽𝓮 𝓫𝓻","true","2025-04-23T09:47:37.000Z","https://www.tiktok.com/@ilovebara.1616/video/7496443006623567109"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/2fd99b95a11073dfef728669435264a9~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d3abdab0&x-expires=1745582400&x-signature=34ZSuWIHGNo4Jm3jGYIey16T8%2FE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast8","dramakuat","Min puas hati tengok Cempaka menyesal tolak cinta Budin #diaimamku #diaimamkuepisod39 #malaydrama #foryou #masukberanda ","18200","127","393400","272","114","original sound - Dia Imamku","Dia Imamku","true","2025-04-23T07:41:15.000Z","https://www.tiktok.com/@dramakuat/video/7496410454386953480"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/00fed04492788912fa20766af5d6bfeb~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=a4e9dec2&x-expires=1745582400&x-signature=x4Vi4ZQOYvNlZcS2R%2BUWz2l43zE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","quincieandzach","okaaaay but it’s only right we did this trend since zach is ACTUALLY on the cover of a couple romance books 🤪❤️😂 @FashionNova @NovaMEN #fashionnovapartner #couplecomedy #couple #couplegoals #boyfriend ","3100000","149200","25800000","4201","15","heartless kanye west the weeknd","erik","true","2025-01-15T21:00:42.000Z","https://www.tiktok.com/@quincieandzach/video/7460250107343228206"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/aa205192c8084c8fcd1db77c945cbf51~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=ae7fde0a&x-expires=1745582400&x-signature=dPSxZGc7eSdeL3g4zUQbPRKSu58%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","liiztk","this trend >>>>>>>>> #fyr #on #fyp #ukraine #art #пиксельныйпереход ","961600","11000","5200000","2234","15","Aleph (Gesaffelstein - sped up)","speed up france","false","2023-05-01T19:53:26.000Z","https://www.tiktok.com/@liiztk/video/7228304553173699846"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/54d52c74f954e0c73e8487eaa8639408~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=6aa08c12&x-expires=1745582400&x-signature=Qte17Z5x7upEjvz0cUcIbFESFVY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","sydwingold","Had to hop on the trend #preminger #premingerbarbie ","2500000","140100","15100000","3974","11","Originalton","M","true","2025-03-15T21:00:22.000Z","https://www.tiktok.com/@sydwingold/video/7482144048187313463"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/74426133333897095568b088146f56cc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=f84b1907&x-expires=1745582400&x-signature=pHX5w7lHAR1GIYdQ%2Fj5AYfUzhOY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=5d71bf1b&idc=no1a","mistermainer","I love this trend ","2300000","419200","23000000","8496","15","sonido original","Pau 🦧🫶🏻🍒","true","2024-12-09T00:48:49.000Z","https://www.tiktok.com/@mistermainer/video/7446207637001129247"
